book_title,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Ako Si Kaliwa Ako Si Kanan.txt,0.7746679316888045,0.7239089184060721,0.7239089184060721,0.7750819672131147,0.6531147540983606,0.6944262295081968,1
Ang Halimaw ng mga Kulay_Fil_Eng.txt,0.7861271676300579,0.7177263969171483,0.7533718689788054,0.8218085106382979,0.6170212765957447,0.6808510638297872,1
Ang Mabait na Kalabaw.txt,0.8700906344410876,0.8640483383685801,0.8338368580060423,0.7991803278688525,0.6147540983606558,0.6557377049180327,1
Ang Pulang Laso.fil.txt,0.7963246554364471,0.7641653905053599,0.77947932618683,0.8739316239316239,0.7542735042735043,0.75,1
Araw Sa Palengke.txt,0.773784355179704,0.7304439746300211,0.7315010570824524,0.8034682080924855,0.634393063583815,0.6763005780346821,1
Bahay-Bahayan.fil.txt,0.8365384615384616,0.8076923076923077,0.7948717948717948,0.7964601769911505,0.6283185840707964,0.7079646017699115,1
Brave Little Baby Dan.txt,0.6131191432396251,0.570281124497992,0.5809906291834003,0.6368613138686131,0.5255474452554745,0.5200729927007299,1
But That Wont Make Me Sleep!.txt,0.7487844408427877,0.6952998379254457,0.7220421393841167,0.8380520951302378,0.6704416761041903,0.7066817667044167,1
But That Wont Wake Me Up.txt,0.7380191693290735,0.6996805111821086,0.7044728434504792,0.7848383500557413,0.6410256410256411,0.6633221850613155,1
Ciriaco.fil.txt,0.7142857142857143,0.6773675762439807,0.6902086677367576,0.7436440677966102,0.5805084745762712,0.6377118644067796,1
Gusto ko ng Buwan at mga Bituin.fil.txt,0.7094594594594594,0.6621621621621622,0.6599099099099099,0.6856287425149701,0.5389221556886228,0.5838323353293413,1
Haluhalo Espesyal.txt,0.7384688540180694,0.6956728483119353,0.7089871611982882,0.7518056467498359,0.6053841103086014,0.6414970453053185,1
